Altitude,Pressure,ISP
87.459933440201,100.018562316895,280.425354003906
87.5112311856356,100.017799377441,280.425567626953
87.6114008569857,100.016311645508,280.425994873047
87.7322889296338,100.014518737793,280.426544189453
87.922345611616,100.011688232422,280.427429199219
88.1182921549771,100.008781433105,280.428344726563
88.3986015625997,100.004615783691,280.429626464844
88.7282931021182,99.9997177124023,280.431182861328
89.0408374281833,99.9950714111328,280.432647705078
89.4613471078919,99.9888305664063,280.434600830078
89.9315480444347,99.9818420410156,280.436828613281
90.3614196974086,99.975456237793,280.438842773438
90.923004677752,99.9671173095703,280.441497802734
91.4291815371253,99.9595947265625,280.443878173828
92.0825141438982,99.9498977661133,280.446960449219
92.7860474387417,99.9394454956055,280.450286865234
93.4107506277505,99.9301681518555,280.453247070313
94.0704542943276,99.9203796386719,280.456359863281
94.9083878045203,99.9079360961914,280.460296630859
95.645313785295,99.8969955444336,280.463806152344
96.7361631992972,99.8808059692383,280.468963623047
97.7262227070751,99.8661117553711,280.4736328125
98.7672112305881,99.8506622314453,280.478576660156
99.6736835447373,99.8372116088867,280.482849121094
100.808323705103,99.8203811645508,280.488220214844
101.994201621506,99.8027877807617,280.493835449219
103.231427350082,99.7844390869141,280.499694824219
104.301753834705,99.7685623168945,280.504760742188
105.407878650469,99.7521667480469,280.509979248047
106.782571387477,99.7317810058594,280.516479492188
108.209012422943,99.7106399536133,280.523223876953
109.437323940452,99.6924362182617,280.529022216797
110.701714607188,99.673698425293,280.535003662109
112.266689530923,99.6505126953125,280.542388916016
113.88381405524,99.6265563964844,280.550018310547
115.553199768416,99.6018295288086,280.557891845703
116.984355600318,99.5806427001953,280.564636230469
118.749837604817,99.5545043945313,280.572967529297
120.567891665385,99.5275955200195,280.58154296875
122.438633695827,99.4999084472656,280.59033203125
124.362164881313,99.4714508056641,280.599395751953
126.005520278472,99.4471435546875,280.607116699219
128.026133478852,99.4172668457031,280.616607666016
130.099845567136,99.386604309082,280.626373291016
131.868585564895,99.3604583740234,280.634674072266
134.039947272628,99.3283767700195,280.644866943359
136.264722215128,99.2955093383789,280.655303955078
138.159591528005,99.2675170898438,280.664184570313
140.482583496487,99.2332153320313,280.675048828125
142.45944232319,99.2040328979492,280.684295654297
144.881008323282,99.1682968139648,280.695617675781
147.356502230046,99.1317749023438,280.707214355469
149.460673262132,99.1007385253906,280.717041015625
152.035312949331,99.0627670288086,280.729034423828
154.222261375515,99.0305328369141,280.739227294922
156.896412094124,98.9911193847656,280.751708984375
159.625003131572,98.9509201049805,280.764404296875
162.408135085716,98.9099349975586,280.77734375
164.769158193027,98.8751754760742,280.788299560547
167.652575102984,98.8327331542969,280.801696777344
170.590861248435,98.7895050048828,280.815338134766
173.584113876685,98.745475769043,280.829193115234
176.120554403635,98.7081832885742,280.840942382813
178.695313433302,98.6703414916992,280.852844238281
181.83568591089,98.6241989135742,280.867370605469
185.031435702811,98.577262878418,280.882110595703
187.736929294537,98.5375366210938,280.894592285156
191.034479270224,98.4891357421875,280.909759521484
194.952010764508,98.4316635131836,280.927795410156
199.522198147606,98.3646545410156,280.948791503906
202.429068307159,98.3220443725586,280.962127685547
205.968710128567,98.2701873779297,280.978363037109
209.564519296982,98.217529296875,280.994812011719
213.216580283828,98.1640701293945,281.011505126953
216.303034521756,98.1189117431641,281.025604248047
220.058545497595,98.0639801025391,281.042724609375
223.870645469404,98.0082473754883,281.060089111328
227.090705743642,97.9611968994141,281.074737548828
231.006823118427,97.9039916992188,281.092559814453
234.979834418162,97.8459854125977,281.110565185547
238.334218653385,97.7970352172852,281.125793457031
242.411821471294,97.7375564575195,281.144226074219
245.853516210103,97.6873779296875,281.159790039063
250.036070904229,97.6264266967773,281.178680419922
254.276050779037,97.5646667480469,281.197784423828
257.853316704044,97.512580871582,281.213897705078
262.198830394307,97.449348449707,281.233428955078
266.602045151172,97.3853073120117,281.253204345703
270.315581756295,97.3313217163086,281.269866943359
274.824906816706,97.2658004760742,281.2900390625
279.392288140603,97.1994705200195,281.310455322266
283.242840856547,97.1435852050781,281.32763671875
287.916895572562,97.0757751464844,281.348480224609
291.856470113969,97.0186538696289,281.365997314453
296.637508311775,96.9493713378906,281.387237548828
300.666388802114,96.8910140991211,281.405120849609
304.736000139848,96.8320999145508,281.423156738281
309.673316384899,96.7606658935547,281.444976806641
314.669456377043,96.6884155273438,281.467041015625
318.877896925551,96.6275939941406,281.485595703125
323.982154813362,96.5538711547852,281.508087158203
328.280858958722,96.491813659668,281.526977539063
